start	end	type	unit	value	param
156317	156321	CommandNet>Relation			
156317	156322	CommandNet>Relation			
156317	156323	CommandNet>Relation			
156324	10	has			
156324	45	has	usd	7.95	
156324	46	has		1	
156324	47	has		25	
156324	48	has		1	
156324	20	has		item	
156324	49	has		7.95	
156314	156324	says			
155224	156324	has_obtainable			
156324	156325	token			
156324	156327	has_token			
156324	156328	has_token			
156324	156329	has_token			
156324	156330	has_token			
156324	156331	has_token			
156324	156332	has_token			
156325	156326	CommandNet>Relation			
156326	156327	CommandNet>Relation			
156326	156328	CommandNet>Relation			
156326	156329	CommandNet>Relation			
156326	156330	CommandNet>Relation			
156326	156331	CommandNet>Relation			
156326	156332	CommandNet>Relation			
156333	10	has			
156333	45	has	usd	7.95	
156333	46	has		1	
156333	47	has		25	
156333	48	has		1	
156333	20	has		item	
156333	49	has		7.95	
156314	156333	says			
155224	156333	has_obtainable			
156333	156334	token			
156333	156336	has_token			
156333	156337	has_token			
156333	156338	has_token			
156333	156339	has_token			
156333	156340	has_token			
156333	156341	has_token			
156334	156335	CommandNet>Relation			
156335	156336	CommandNet>Relation			
156335	156337	CommandNet>Relation			
156335	156338	CommandNet>Relation			
156335	156339	CommandNet>Relation			
156335	156340	CommandNet>Relation			
156335	156341	CommandNet>Relation			
156342	10	has		With broccoli, carrots and onions.	
156342	45	has	usd	7.95	
156342	46	has		1	
156342	47	has		25	
156342	48	has		1	
156342	20	has		item	
156342	49	has		7.95	
156314	156342	says			
155224	156342	has_obtainable			
156342	156343	token			
156342	156345	has_token			
156342	156346	has_token			
156342	156347	has_token			
156342	156348	has_token			
156342	156349	has_token			
156342	156350	has_token			
156343	156344	CommandNet>Relation			
156344	156345	CommandNet>Relation			
156344	156346	CommandNet>Relation			
156344	156347	CommandNet>Relation			
156344	156348	CommandNet>Relation			
156344	156349	CommandNet>Relation			
156344	156350	CommandNet>Relation			
156351	10	has		With shrimp, chicken and beef.	
156351	45	has	usd	8.95	
156351	46	has		1	
156351	47	has		25	
156351	48	has		1	
156351	20	has		item	
156351	49	has		8.95	
156314	156351	says			
155224	156351	has_obtainable			
156351	156352	token			
156351	156354	has_token			
156351	156355	has_token			
156351	156356	has_token			
156351	156357	has_token			
156351	156358	has_token			
156351	156359	has_token			
156352	156353	CommandNet>Relation			
156353	156354	CommandNet>Relation			
156353	156355	CommandNet>Relation			
156353	156356	CommandNet>Relation			
156353	156357	CommandNet>Relation			
156353	156358	CommandNet>Relation			
156353	156359	CommandNet>Relation			
156360	20	has		menu	
156360	10	has		Served with white rice.	
155224	156360	contains_group			
156361	10	has		Lobster meat, jumbo shrimps, scallops sauteed with straw mushrooms, broccoli, baby corn and snow peas in a delicious white sauce.	
156361	45	has	usd	13.95	
156361	46	has		1	
156361	47	has		25	
156361	48	has		1	
156361	20	has		item	
156361	49	has		14.95	
156360	156361	says			
155224	156361	has_obtainable			
156361	156362	token			
156361	156364	has_token			
156361	156365	has_token			
156361	156366	has_token			
156361	156367	has_token			
156361	156368	has_token			
156361	156369	has_token			
156362	156363	CommandNet>Relation			
156363	156370	CommandNet>Relation			
156363	156364	CommandNet>Relation			
156363	156365	CommandNet>Relation			
156363	156367	CommandNet>Relation			
156363	156369	CommandNet>Relation			
156370	156366	CommandNet>Relation			subject
156370	156368	CommandNet>Relation			subject
156371	50	has		1	
156371	20	has		option group	
156371	10	has			
156371	51	has		1	
156371	52	has		0	
156361	156371	contains_group			
156372	45	has	usd	0	
156372	20	has		option	
156372	10	has			
156372	49	has		0	
156371	156372	contains_item			
156372	655	token			
156372	657	has_token			
156372	658	has_token			
156373	45	has	usd	1	
156373	20	has		option	
156373	10	has			
156373	49	has		1	
156371	156373	contains_item			
156373	661	token			
156373	663	has_token			
156373	664	has_token			
156374	10	has		Lobster meat, jumbo shrimp, chicken, roast pork and beef with mixed vegetables in brown sauce.	
156374	45	has	usd	13.95	
156374	46	has		1	
156374	47	has		25	
156374	48	has		1	
156374	20	has		item	
156374	49	has		14.95	
156360	156374	says			
155224	156374	has_obtainable			
156374	156375	token			
156374	156377	has_token			
156374	156378	has_token			
156374	156379	has_token			
156374	156380	has_token			
156374	156381	has_token			
156374	156382	has_token			
156375	156376	CommandNet>Relation			
156376	156377	CommandNet>Relation			
156376	156378	CommandNet>Relation			
156376	156379	CommandNet>Relation			
156376	156380	CommandNet>Relation			
156376	156381	CommandNet>Relation			
156376	156382	CommandNet>Relation			
156383	50	has		1	
156383	20	has		option group	
156383	10	has			
156383	51	has		1	
156383	52	has		0	
156374	156383	contains_group			
156384	45	has	usd	0	
156384	20	has		option	
156384	10	has			
156384	49	has		0	
156383	156384	contains_item			
156384	655	token			
156384	657	has_token			
156384	658	has_token			
156385	45	has	usd	1	
156385	20	has		option	
156385	10	has			
156385	49	has		1	
156383	156385	contains_item			
156385	661	token			
156385	663	has_token			
156385	664	has_token			
156386	10	has		Shrimp, chicken and beef sauteed with mixed vegetable.	
156386	45	has	usd	12.95	
156386	46	has		1	
156386	47	has		25	
156386	48	has		1	
156386	20	has		item	
156386	49	has		13.95	
156360	156386	says			
155224	156386	has_obtainable			
156386	156387	token			
156386	156389	has_token			
156386	156390	has_token			
156386	156391	has_token			
156386	156392	has_token			
156386	156393	has_token			
156386	156394	has_token			
156387	156388	CommandNet>Relation			
156388	156389	CommandNet>Relation			
156388	156390	CommandNet>Relation			
156388	156391	CommandNet>Relation			
156388	156392	CommandNet>Relation			
156388	156393	CommandNet>Relation			
156388	156394	CommandNet>Relation			
156395	50	has		1	
156395	20	has		option group	
156395	10	has			
156395	51	has		1	
156395	52	has		0	
156386	156395	contains_group			
156396	45	has	usd	0	
156396	20	has		option	
156396	10	has			
156396	49	has		0	
156395	156396	contains_item			
156396	655	token			
156396	657	has_token			
156396	658	has_token			
156397	45	has	usd	1	
156397	20	has		option	
156397	10	has			
156397	49	has		1	
156395	156397	contains_item			
156397	661	token			
156397	663	has_token			
156397	664	has_token			
156398	10	has		Jumbo shrimp served with assorted mixed vegetables and covered with egg white.	
156398	45	has	usd	11.95	
156398	46	has		1	
156398	47	has		25	
156398	48	has		1	
156398	20	has		item	
156398	49	has		12.95	
156360	156398	says			
155224	156398	has_obtainable			
156398	156399	token			
156398	156401	has_token			
156398	156402	has_token			
156398	156403	has_token			
156398	156404	has_token			
156398	156405	has_token			
156398	156406	has_token			
156398	156407	has_token			
156399	156400	CommandNet>Relation			
156400	156408	CommandNet>Relation			
156400	156401	CommandNet>Relation			
156400	156402	CommandNet>Relation			
156400	156403	CommandNet>Relation			
156400	156404	CommandNet>Relation			
156400	156407	CommandNet>Relation			
156408	156406	CommandNet>Relation			subject
156408	156405	CommandNet>Relation			subject
156409	50	has		1	
156409	20	has		option group	
156409	10	has			
156409	51	has		1	
156409	52	has		0	
156398	156409	contains_group			
156410	45	has	usd	0	
156410	20	has		option	
156410	10	has			
156410	49	has		0	
156409	156410	contains_item			
156410	655	token			
156410	657	has_token			
156410	658	has_token			
156411	45	has	usd	1	
156411	20	has		option	
156411	10	has			
156411	49	has		1	
156409	156411	contains_item			
156411	661	token			
156411	663	has_token			
156411	664	has_token			
156412	10	has		Ten ingredients: jumbo shrimp, scallops, chicken, beef and mixed vegetables sauteed with chef's special sauce.	
156412	45	has	usd	12.95	
156412	46	has		1	
156412	47	has		25	
156412	48	has		1	
156412	20	has		item	
156412	49	has		13.95	
156360	156412	says			
155224	156412	has_obtainable			
156412	156413	token			
156412	156415	has_token			
156412	156416	has_token			
156412	156417	has_token			
156412	156418	has_token			
156412	156419	has_token			
156412	156420	has_token			
156413	156414	CommandNet>Relation			
156414	156421	CommandNet>Relation			
156414	156415	CommandNet>Relation			
156414	156416	CommandNet>Relation			
156414	156418	CommandNet>Relation			
156414	156420	CommandNet>Relation			
156421	156417	CommandNet>Relation			object
156421	156419	CommandNet>Relation			subject
156422	50	has		1	
156422	20	has		option group	
156422	10	has			
156422	51	has		1	
156422	52	has		0	
156412	156422	contains_group			
156423	45	has	usd	0	
156423	20	has		option	
156423	10	has			
156423	49	has		0	
156422	156423	contains_item			
156423	655	token			
156423	657	has_token			
156423	658	has_token			
156424	45	has	usd	1	
156424	20	has		option	
156424	10	has			
156424	49	has		1	
156422	156424	contains_item			
156424	661	token			
156424	663	has_token			
156424	664	has_token			
156425	10	has			
156425	45	has	usd	10.95	
156425	46	has		1	
156425	47	has		25	
156425	48	has		1	
156425	20	has		item	
156425	49	has		11.95	
156360	156425	says			
155224	156425	has_obtainable			
156425	156426	token			
156425	156428	has_token			
156425	156429	has_token			
156425	156430	has_token			
156425	156431	has_token			
156425	156432	has_token			
156425	156433	has_token			
156426	156427	CommandNet>Relation			
156427	156434	CommandNet>Relation			
156427	156428	CommandNet>Relation			
156427	156429	CommandNet>Relation			
156427	156433	CommandNet>Relation			
156434	156430	CommandNet>Relation			subject
156434	156431	CommandNet>Relation			subject
156434	156432	CommandNet>Relation			subject
156435	50	has		1	
156435	20	has		option group	
156435	10	has			
156435	51	has		1	
156435	52	has		0	
156425	156435	contains_group			
156436	45	has	usd	0	
156436	20	has		option	
156436	10	has			
156436	49	has		0	
156435	156436	contains_item			
156436	655	token			
156436	657	has_token			
156436	658	has_token			
156437	45	has	usd	1	
156437	20	has		option	
156437	10	has			
156437	49	has		1	
156435	156437	contains_item			
156437	661	token			
156437	663	has_token			
156437	664	has_token			
156438	10	has		This plate was devised by a private chef of general tso, Who was a famous general in the Szechuan army. Hot and Spicy!	
156438	45	has	usd	10.95	
156438	46	has		1	
156438	47	has		25	
156438	48	has		1	
156438	20	has		item	
156438	49	has		11.95	
156360	156438	says			
155224	156438	has_obtainable			
156438	156439	token			
156438	156441	has_token			
156438	156442	has_token			
156438	156443	has_token			
156438	156444	has_token			
156438	156445	has_token			
156438	156446	has_token			
156438	156447	has_token			
156439	156440	CommandNet>Relation			
156440	156448	CommandNet>Relation			
156440	156441	CommandNet>Relation			
156440	156442	CommandNet>Relation			
156440	156443	CommandNet>Relation			
156440	156444	CommandNet>Relation			
156440	156447	CommandNet>Relation			
156448	156446	CommandNet>Relation			subject
156448	156445	CommandNet>Relation			subject
156449	50	has		1	
156449	20	has		option group	
156449	10	has			
156449	51	has		1	
156449	52	has		0	
156438	156449	contains_group			
156450	45	has	usd	0	
156450	20	has		option	
156450	10	has			
156450	49	has		0	
156449	156450	contains_item			
156450	655	token			
156450	657	has_token			
156450	658	has_token			
156451	45	has	usd	1	
156451	20	has		option	
156451	10	has			
156451	49	has		1	
156449	156451	contains_item			
156451	661	token			
156451	663	has_token			
156451	664	has_token			
156452	10	has		Tender filets of marinated beef, delicately sauteed and seasoned.  Hot and Spicy!	
156452	45	has	usd	11.95	
156452	46	has		1	
156452	47	has		25	
156452	48	has		1	
156452	20	has		item	
156452	49	has		12.95	
156360	156452	says			
155224	156452	has_obtainable			
156452	156453	token			
156452	156455	has_token			
156452	156456	has_token			
156452	156457	has_token			
156452	156458	has_token			
156452	156459	has_token			
156452	156460	has_token			
156453	156454	CommandNet>Relation			
156454	156461	CommandNet>Relation			
156454	156455	CommandNet>Relation			
156454	156456	CommandNet>Relation			
156454	156460	CommandNet>Relation			
156461	156457	CommandNet>Relation			subject
156461	156458	CommandNet>Relation			subject
156461	156459	CommandNet>Relation			subject
156462	50	has		1	
156462	20	has		option group	
156462	10	has			
156462	51	has		1	
156462	52	has		0	
156452	156462	contains_group			
156463	45	has	usd	0	
156463	20	has		option	
156463	10	has			
156463	49	has		0	
156462	156463	contains_item			
156463	655	token			
156463	657	has_token			
156463	658	has_token			
156464	45	has	usd	1	
156464	20	has		option	
156464	10	has			
156464	49	has		1	
156462	156464	contains_item			
156464	661	token			
156464	663	has_token			
156464	664	has_token			
